TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD,TX_FRAUD_SCENARIO,TXs_LAST_1H,AMOUNT_LAST_1H,TX_HOUR,TX_DAY,TX_IS_WEEKEND,TX_HOUR_CATEGORY,AMOUNT_TO_AVG,AMOUNT_TO_AVG_DAY,AMOUNT_TO_AVG_WEEK,AMOUNT_TO_AVG_MONTH,CUSTOMER_STD,Z_SCORE,CUSTOMER_TX_FREQ,CUSTOMER_AVG_AMOUNT,TIME_SINCE_LAST_TX,NEW_TERMINAL_FLAG,MULTI_TERMINAL_FLAG,TERMINAL_FREQ,CUSTOMER_TERMINAL_FREQ,TIME_SINCE_LAST_TERMINAL_USE
105530,2024-04-23 05:04:33,1660,2803,22.97,1919073,22,0,0,1,22.97,5,3,0,Night,0.63,0.62,0.58,0.63,16.87,-0.81,171,36.65386,44718.0,1,0,65,9,38263.0
335783,2024-06-10 06:23:23,413,4515,65.97,6071003,70,0,0,1,65.97,6,2,0,Morning,0.99,1.03,1.04,0.99,33.56,-0.01,139,66.43252,7933.0,0,0,64,6,7933.0
340496,2024-06-11 06:05:48,1718,4828,2.7,6156348,71,0,0,1,2.7,6,3,0,Morning,0.51,1.01,0.54,0.51,2.39,-1.06,288,5.2467012,38389.0,0,0,49,6,38389.0
317039,2024-06-06 08:05:51,233,1777,46.93,5731551,66,0,0,1,46.93,8,5,1,Morning,0.9,1.06,0.96,0.92,23.62,-0.22,261,52.075977,100755.0,1,0,56,8,51972.0
273102,2024-05-27 23:53:10,540,3488,6.14,4924390,56,0,0,2,58.05,23,2,0,Evening,0.1,0.13,0.09,0.11,27.88,-2.01,248,62.101574,739.0,1,0,78,6,128729.0
173087,2024-05-07 06:27:50,1692,2325,81.27,3133670,36,0,0,1,81.27,6,3,0,Morning,1.05,1.34,1.21,1.03,33.16,0.11,299,77.4806,36953.0,1,0,43,7,126912.0
215059,2024-05-15 19:11:27,274,4688,76.31,3870687,44,0,0,1,76.31,19,4,0,Evening,1.2,1.03,1.07,1.25,30.59,0.41,179,63.651955,29866.0,1,0,88,7,2897.0
135031,2024-04-29 08:17:45,390,1984,13.64,2449065,28,0,0,1,13.64,8,2,0,Morning,1.52,1.31,1.49,1.45,4.01,1.16,171,9.000234,142383.0,1,1,59,8,91374.0
369723,2024-06-17 07:50:28,703,3949,105.0,6681028,77,0,0,1,105.0,7,2,0,Morning,1.47,1.0,1.27,1.5,35.67,0.94,99,71.38333,44492.0,1,0,89,5,172413.0
171584,2024-05-06 17:19:49,1830,2681,103.84,3086389,35,0,0,1,103.84,17,2,0,Afternoon,1.95,2.03,2.24,2.05,24.76,2.04,216,53.24014,34470.0,1,0,102,7,115529.0
108520,2024-04-23 14:40:37,1503,2286,32.18,1953637,22,0,0,1,32.18,14,3,0,Afternoon,0.78,0.91,0.76,0.76,19.41,-0.47,294,41.374115,10924.0,1,1,85,7,81965.0
267857,2024-05-26 19:24:12,460,2384,19.24,4821852,55,0,0,1,19.24,19,1,0,Evening,0.84,1.75,0.8,0.78,10.07,-0.37,65,22.988153,5424.0,1,0,65,1,5982.0
133032,2024-04-28 17:17:58,339,3239,123.96,2395078,27,0,0,2,207.73,17,1,0,Afternoon,1.63,1.4,1.68,1.75,34.25,1.4,190,75.963425,3329.0,1,0,54,2,110682.0
29375,2024-04-07 07:08:47,245,1899,97.63,544127,6,0,0,1,97.63,7,1,0,Morning,1.34,0.93,1.18,1.33,36.43,0.68,175,72.869774,3902.0,1,1,64,5,105381.0
47344,2024-04-10 19:46:13,1139,2706,71.57,848773,9,0,0,1,71.57,19,4,0,Evening,1.62,1.34,1.66,1.63,20.16,1.36,248,44.178467,20540.0,1,0,120,7,23110.0
152381,2024-05-02 17:25:59,1646,2094,59.1,2741159,31,0,0,1,59.1,17,5,1,Afternoon,0.56,0.76,0.69,0.61,42.88,-1.07,224,104.923485,17827.0,1,1,61,2,39237.0
320025,2024-06-06 17:26:48,312,4385,96.75,5765208,66,0,0,2,152.37,17,5,1,Afternoon,1.21,1.37,1.27,1.25,31.86,0.53,192,79.72052,2456.0,1,0,88,8,76286.0
378637,2024-06-19 03:42:38,710,1537,100.18,6838958,79,0,0,1,100.18,3,4,0,Night,1.35,1.54,1.45,1.38,34.73,0.75,263,74.23289,50006.0,1,0,98,3,56442.0
353961,2024-06-13 20:43:18,418,4813,190.99,6381798,73,0,0,2,353.39,20,5,1,Evening,1.98,1.7,1.86,1.92,43.34,2.19,269,96.235275,1732.0,1,1,166,7,40198.0
39410,2024-04-09 09:13:18,723,3896,43.92,724398,8,0,0,2,90.78,9,3,0,Morning,0.71,0.83,0.8,0.7,29.69,-0.62,225,62.272755,2209.0,1,1,86,14,263893.0
180211,2024-05-08 13:58:36,931,3212,52.42,3247116,37,0,0,1,52.42,13,4,0,Afternoon,0.69,1.0,0.72,0.7,34.57,-0.7,117,76.46445,79599.0,1,0,72,6,7013.0
162634,2024-05-04 22:57:47,2255,2781,128.59,2933867,33,0,0,1,128.59,22,7,1,Evening,1.75,1.55,1.68,1.88,34.93,1.57,283,73.59163,19659.0,1,0,95,9,283034.0
69269,2024-04-15 11:58:41,1148,4095,21.86,1252721,14,0,0,2,26.75,11,2,0,Morning,0.48,0.52,0.47,0.48,20.76,-1.15,303,45.72624,2748.0,1,1,155,13,6693.0
25608,2024-04-06 10:13:22,695,1253,91.82,468802,5,0,0,1,91.82,10,7,1,Morning,0.98,0.8,0.98,0.99,76.8,-0.03,123,94.001785,46494.0,1,0,62,8,342246.0
33198,2024-04-07 23:37:20,1441,113,9.85,603440,6,0,0,1,9.85,23,1,0,Evening,0.73,0.62,0.68,0.7,7.17,-0.5,172,13.431686,14553.0,1,0,118,4,21842.0
182383,2024-05-09 05:26:54,1156,2048,40.59,3302814,38,0,0,1,40.59,5,5,1,Night,0.44,1.0,0.42,0.42,39.39,-1.32,73,92.406715,155629.0,1,0,65,2,93307.0
146633,2024-05-01 13:41:49,1528,1823,70.82,2641309,30,0,0,1,70.82,13,4,0,Afternoon,0.89,0.76,0.96,0.91,35.8,-0.25,274,79.8058,25919.0,1,0,33,5,62373.0
83627,2024-04-18 12:11:26,153,2537,19.17,1512686,17,0,0,1,19.17,12,5,1,Afternoon,1.32,1.03,1.26,1.25,6.33,0.74,86,14.502558,10738.0,1,0,141,5,75140.0
188537,2024-05-10 10:23:28,1206,1374,142.1,3407008,39,0,0,1,142.1,10,6,1,Morning,2.06,1.85,2.17,2.19,32.73,2.24,262,68.81817,11392.0,1,0,108,13,78395.0
350581,2024-06-13 08:09:01,1889,258,112.68,6336541,73,0,0,1,112.68,8,5,1,Morning,1.05,0.8,1.17,1.11,44.97,0.12,230,107.330696,72570.0,1,0,148,3,63246.0
326838,2024-06-08 08:41:03,792,4230,70.54,5906463,68,0,0,1,70.54,8,7,1,Morning,0.86,0.73,0.82,0.88,41.65,-0.28,96,82.0801,142420.0,1,0,61,2,142587.0
151201,2024-05-02 13:07:22,339,3762,20.58,2725642,31,0,0,1,20.58,13,5,1,Afternoon,0.27,0.32,0.32,0.28,34.25,-1.62,190,75.963425,6730.0,1,1,89,4,80645.0
257786,2024-05-24 17:29:12,2340,3653,142.73,4642152,53,0,0,1,142.73,17,6,1,Afternoon,1.62,1.18,1.58,1.65,41.94,1.3,230,88.081955,39148.0,1,0,77,7,76194.0
99474,2024-04-21 17:16:52,576,1400,77.23,1790212,20,0,0,1,77.23,17,1,0,Afternoon,0.72,1.0,0.75,0.86,87.51,-0.35,136,107.91345,12688.0,1,0,123,2,18864.0
258168,2024-05-24 19:31:45,481,866,11.93,4649505,53,0,0,1,11.93,19,6,1,Evening,0.86,0.62,0.82,0.85,6.02,-0.31,268,13.803731,28344.0,1,1,113,7,126118.0
191486,2024-05-10 23:07:23,581,953,45.78,3452843,39,0,0,1,45.78,23,6,1,Evening,1.41,1.07,1.28,1.38,14.78,0.9,157,32.524395,34642.0,1,0,70,2,53828.0
145922,2024-05-01 11:39:02,2360,1034,91.61,2633942,30,0,0,1,91.61,11,4,0,Morning,1.69,1.24,1.53,1.62,23.32,1.61,174,54.106033,77963.0,1,0,87,7,92426.0
127811,2024-04-27 15:26:37,1107,486,9.44,2301997,26,0,0,1,9.44,15,7,1,Afternoon,1.06,1.13,1.34,1.11,4.43,0.12,285,8.92028,88773.0,1,1,78,8,196050.0
348028,2024-06-12 14:57:11,209,2808,49.12,6274631,72,0,0,1,49.12,14,4,0,Afternoon,1.46,1.26,2.03,1.59,16.39,0.95,239,33.56251,8072.0,1,0,69,12,155061.0
233673,2024-05-19 16:10:46,1988,2135,7.37,4205446,48,0,0,2,24.06,16,1,0,Afternoon,0.5,0.51,0.45,0.52,7.26,-1.03,261,14.861954,3545.0,1,1,92,12,11934.0
318098,2024-06-06 11:28:57,1246,654,46.72,5743737,66,0,0,1,46.72,11,5,1,Morning,0.86,0.76,0.92,0.89,24.85,-0.31,327,54.367767,14092.0,1,1,63,11,264703.0
139264,2024-04-30 05:27:42,253,3617,1.82,2525262,29,0,0,1,1.82,5,3,0,Night,0.25,0.29,0.28,0.26,3.3,-1.64,134,7.240448,52555.0,1,0,90,5,219572.0
131526,2024-04-28 12:17:26,1838,1673,34.28,2377046,27,0,0,2,97.72,12,1,0,Afternoon,0.62,0.55,0.67,0.63,22.83,-0.94,143,55.678043,1380.0,1,1,73,7,40429.0
7063,2024-04-02 11:44:59,1292,4836,58.01,128699,1,0,0,1,58.01,11,3,0,Morning,0.7,1.06,0.75,0.78,35.9,-0.7,76,82.97434,75453.0,1,0,83,4,5446.0
7145,2024-04-02 11:58:32,2229,254,60.9,129512,1,0,0,1,60.9,11,3,0,Morning,1.07,0.78,0.97,1.03,25.28,0.16,235,56.975105,14604.0,1,0,75,5,-1.0
47518,2024-04-10 21:20:34,1689,4934,114.61,854434,9,0,0,1,114.61,21,4,0,Evening,2.02,1.0,1.96,1.71,29.76,1.94,67,56.846867,109470.0,1,0,94,1,24329.0
105999,2024-04-23 07:12:12,109,2927,40.9,1926732,22,0,0,1,40.9,7,3,0,Morning,0.56,0.53,0.65,0.59,34.05,-0.95,162,73.17389,51117.0,1,0,96,4,84295.0
365013,2024-06-16 08:23:29,1064,1947,85.94,6596609,76,0,0,1,85.94,8,1,0,Morning,1.01,1.19,1.2,1.22,82.44,0.01,249,84.74209,9594.0,1,0,117,15,248050.0
373459,2024-06-17 23:38:56,2266,3539,39.46,6737936,77,0,0,1,39.46,23,2,0,Evening,0.96,0.92,0.93,0.99,18.24,-0.09,273,41.048717,14611.0,1,0,173,12,45202.0
203598,2024-05-13 12:36:26,2370,1806,13.17,3674186,42,0,0,1,13.17,12,2,0,Afternoon,0.16,0.21,0.2,0.17,73.53,-0.92,116,80.65293,17377.0,1,0,76,4,173062.0
320823,2024-06-07 01:53:56,1075,2542,11.19,5795636,67,0,0,1,11.19,1,6,1,Night,1.33,0.88,1.24,1.37,3.88,0.72,210,8.395381,111963.0,1,0,114,9,30107.0
154619,2024-05-03 09:26:12,141,1218,41.82,2798772,32,0,0,1,41.82,9,6,1,Morning,0.72,1.18,0.76,0.75,25.36,-0.63,280,57.85568,8029.0,0,1,73,13,5900.0
66357,2024-04-14 17:56:33,359,849,119.3,1187793,13,0,0,1,119.3,17,1,0,Afternoon,1.3,1.11,1.3,1.28,43.91,0.62,227,91.94031,26747.0,1,1,62,2,33178.0
145303,2024-05-01 09:53:17,1113,2346,80.58,2627597,30,0,0,1,80.58,9,4,0,Morning,1.14,1.0,1.25,1.14,33.33,0.29,291,70.78976,63113.0,1,1,97,8,75233.0
159449,2024-05-04 09:30:42,2446,4968,27.15,2885442,33,0,0,2,40.97,9,7,1,Morning,1.27,1.19,1.25,1.32,9.62,0.6,302,21.37106,1720.0,1,1,101,11,48561.0
287266,2024-05-30 21:21:54,2077,1118,5.25,5174514,59,0,0,1,5.25,21,5,1,Evening,0.66,0.67,0.6,0.65,3.59,-0.75,162,7.9574075,10678.0,1,0,84,4,68328.0
176280,2024-05-07 16:58:11,554,246,37.54,3171491,36,0,0,1,37.54,16,3,0,Afternoon,1.15,0.82,1.08,1.07,14.41,0.33,244,32.716106,37813.0,1,1,87,6,1531.0
173135,2024-05-07 06:38:13,1743,2865,29.02,3134293,36,0,0,1,29.02,6,3,0,Morning,1.62,1.38,1.48,1.53,8.81,1.25,296,17.967703,19676.0,1,0,93,8,333520.0
334320,2024-06-09 17:22:48,931,3316,29.48,6024168,69,0,0,2,68.33,17,1,0,Afternoon,0.39,0.46,0.45,0.43,34.57,-1.36,117,76.46445,1218.0,1,1,111,4,27693.0
214025,2024-05-15 14:32:01,1117,3374,89.71,3853921,44,0,0,1,89.71,14,4,0,Afternoon,1.24,1.0,0.96,1.18,37.74,0.46,64,72.30422,183228.0,1,0,61,2,90170.0
272405,2024-05-27 17:38:16,1671,4032,44.48,4901896,56,0,0,1,44.48,17,2,0,Afternoon,0.95,1.03,1.02,0.92,23.89,-0.11,279,47.068134,17849.0,1,1,56,9,132655.0
247605,2024-05-22 14:15:43,2022,3346,12.62,4457743,51,0,0,2,25.04,14,4,0,Afternoon,1.64,1.19,1.42,1.57,3.49,1.42,110,7.681,560.0,1,1,69,6,4720.0
132482,2024-04-28 15:06:13,881,557,18.67,2387173,27,0,0,1,18.67,15,1,0,Afternoon,0.53,1.0,0.74,0.57,18.07,-0.92,143,35.298183,78570.0,1,1,140,9,59756.0
83372,2024-04-18 11:29:50,1710,4052,17.76,1510190,17,0,0,1,17.76,11,5,1,Morning,1.32,1.0,1.49,1.34,6.44,0.66,200,13.48645,69784.0,1,1,48,13,20366.0
319141,2024-06-06 14:19:57,1593,1299,32.95,5753997,66,0,0,2,94.82,14,5,1,Afternoon,0.86,0.72,0.69,0.78,17.11,-0.32,250,38.34832,3095.0,0,0,50,8,3095.0
66949,2024-04-14 23:33:49,1712,26,62.06,1208029,13,0,0,1,62.06,23,1,0,Evening,0.64,0.58,0.59,0.62,43.65,-0.8,225,97.064445,21987.0,1,0,61,6,230680.0
287566,2024-05-31 02:48:29,1325,4171,25.09,5194109,60,0,0,1,25.09,2,6,1,Night,1.01,1.0,1.14,1.04,11.97,0.03,201,24.747164,38073.0,1,0,51,8,322978.0
94343,2024-04-20 16:11:03,423,1031,14.0,1699863,19,0,0,2,32.55,16,7,1,Afternoon,0.66,0.83,0.8,0.66,10.23,-0.69,243,21.10749,1151.0,1,1,86,10,15706.0
378800,2024-06-19 04:52:18,508,2261,81.79,6843138,79,0,0,1,81.79,4,4,0,Night,0.99,0.92,1.03,1.02,35.5,-0.03,260,82.77804,63010.0,1,1,64,10,150084.0
106171,2024-04-23 07:49:36,718,4873,39.23,1928976,22,0,0,1,39.23,7,3,0,Morning,1.03,1.0,0.98,1.05,18.17,0.06,248,38.09609,54763.0,1,0,73,9,69526.0
308793,2024-06-04 12:00:55,710,1741,126.95,5572855,64,0,0,2,169.52,12,3,0,Afternoon,1.71,2.01,1.59,1.75,34.73,1.52,263,74.23289,2592.0,1,1,77,9,191446.0
95681,2024-04-21 03:14:43,1289,4766,37.2,1739683,20,0,0,1,37.2,3,1,0,Night,1.19,0.93,1.27,1.08,15.39,0.38,81,31.383333,17864.0,1,0,60,5,54236.0
74578,2024-04-16 13:24:14,53,1434,8.13,1344254,15,0,0,1,8.13,13,3,0,Afternoon,0.83,0.83,1.13,0.59,10.93,-0.15,228,9.760132,7391.0,1,1,88,8,159770.0
272480,2024-05-27 18:00:04,90,3406,124.2,4903204,56,0,0,1,124.2,18,2,0,Evening,2.13,1.26,2.01,2.07,26.33,2.5,129,58.35023,129602.0,1,0,80,3,15235.0
342718,2024-06-11 13:07:33,2300,3701,80.7,6181653,71,0,0,2,100.69,13,3,0,Afternoon,1.56,1.92,1.69,1.68,25.4,1.14,170,51.85753,2304.0,1,1,88,3,14008.0
293289,2024-06-01 08:26:23,1825,592,27.32,5300783,61,0,0,1,27.32,8,7,1,Morning,0.29,0.3,0.35,0.32,47.82,-1.41,195,94.85759,4379.0,0,1,59,11,4379.0
236972,2024-05-20 11:31:05,1314,365,66.72,4275065,49,0,0,1,66.72,11,2,0,Morning,0.93,0.73,0.95,0.9,33.51,-0.16,160,72.12419,62126.0,1,0,124,8,146934.0
183663,2024-05-09 10:15:14,1516,1424,138.07,3320114,38,0,0,3,238.6,10,5,1,Morning,1.36,1.74,1.54,1.37,44.58,0.82,180,101.54017,2874.0,1,0,56,11,323155.0
138495,2024-04-29 20:48:27,1678,3683,81.08,2494107,28,0,0,1,81.08,20,2,0,Evening,1.03,1.51,1.16,1.04,40.03,0.06,247,78.73923,16466.0,1,0,59,7,183466.0
57304,2024-04-13 00:36:34,1705,407,17.17,1038994,12,0,0,2,27.36,0,7,1,Night,0.59,0.53,0.55,0.6,13.16,-0.9,212,28.993916,3546.0,1,0,103,6,138034.0
173512,2024-05-07 08:12:01,826,1966,92.36,3139921,36,0,0,1,92.36,8,3,0,Morning,1.33,1.35,1.52,1.37,31.72,0.72,257,69.4756,41106.0,1,0,91,7,84080.0
189323,2024-05-10 12:42:12,1607,3012,51.5,3415332,39,0,0,1,51.5,12,6,1,Afternoon,1.27,1.42,1.26,1.27,18.85,0.58,173,40.558094,20754.0,1,1,74,6,94340.0
196685,2024-05-12 04:46:12,2175,155,2.07,3559572,41,0,0,1,2.07,4,1,0,Night,0.03,0.02,0.03,0.03,36.38,-2.2,170,82.050415,41201.0,1,0,91,7,23624.0
330683,2024-06-09 04:48:53,1919,4824,10.12,5978933,69,0,0,1,10.12,4,1,0,Night,0.9,1.53,0.94,0.89,5.05,-0.21,147,11.203741,67507.0,1,0,102,1,54886.0
12223,2024-04-03 12:35:56,2121,2250,70.02,218156,2,0,0,1,70.02,12,4,0,Afternoon,0.94,0.68,0.87,0.87,37.37,-0.13,136,74.71125,26711.0,1,1,72,6,-1.0
59910,2024-04-13 12:35:48,1394,833,133.76,1082148,12,0,0,2,154.18,12,7,1,Afternoon,1.75,1.77,1.68,1.85,36.88,1.55,204,76.522644,1653.0,1,1,94,4,8211.0
335468,2024-06-10 04:39:51,749,2845,94.17,6064791,70,0,0,1,94.17,4,2,0,Night,1.07,0.88,1.0,1.08,38.43,0.16,211,88.084076,35000.0,0,0,99,5,32596.0
240712,2024-05-21 08:06:41,149,1713,32.85,4349201,50,0,0,1,32.85,8,3,0,Morning,0.79,1.05,0.85,0.82,19.99,-0.44,319,41.716583,5302.0,1,1,158,9,151797.0
3335,2024-04-01 14:52:27,188,4364,26.2,53547,0,0,0,1,26.2,14,2,0,Afternoon,0.8,0.8,0.78,0.79,14.6,-0.45,274,32.72949,26899.0,1,1,133,15,-1.0
33309,2024-04-08 02:20:16,872,1255,110.49,613216,7,0,0,1,110.49,2,2,0,Night,1.41,1.28,1.25,1.44,34.32,0.94,278,78.24576,38803.0,1,0,55,6,492355.0
305593,2024-06-03 17:01:42,140,426,145.42,5504502,63,0,0,1,145.42,17,2,0,Afternoon,1.4,1.14,1.28,1.43,46.65,0.9,269,103.53647,9129.0,1,1,101,11,133074.0
271379,2024-05-27 14:02:41,2273,4121,35.94,4888961,56,0,0,1,35.94,14,2,0,Afternoon,0.91,0.85,1.0,0.65,41.22,-0.09,158,39.610886,162303.0,1,0,24,2,535702.0
110257,2024-04-24 03:29:15,967,333,31.75,1999755,23,0,0,1,31.75,3,4,0,Night,0.51,0.69,0.52,0.51,27.11,-1.14,269,62.584534,44443.0,1,1,76,8,154649.0
207702,2024-05-14 10:28:41,92,4946,37.08,3752921,43,0,0,1,37.08,10,3,0,Morning,0.51,1.0,0.48,0.48,32.24,-1.1,121,72.68058,78239.0,1,0,89,8,16651.0
154705,2024-05-03 09:39:25,223,1274,57.37,2799565,32,0,0,1,57.37,9,6,1,Morning,0.88,1.25,1.1,0.87,32.94,-0.25,158,65.480255,47193.0,1,0,107,3,42748.0
164250,2024-05-05 09:25:58,1364,3242,63.12,2971558,34,0,0,1,63.12,9,1,0,Morning,1.46,1.12,1.4,1.47,20.12,0.99,264,43.26788,4470.0,1,0,89,3,64736.0
104829,2024-04-22 20:24:22,1998,1838,107.7,1887862,21,0,0,1,107.7,20,2,0,Evening,1.51,1.07,1.43,1.53,33.81,1.08,303,71.12564,59847.0,1,0,55,6,283449.0
307987,2024-06-04 09:40:23,1560,2984,21.87,5564423,64,0,0,4,94.02,9,3,0,Morning,0.97,1.03,1.01,0.99,10.15,-0.08,304,22.660625,178.0,1,1,64,5,8134.0
138204,2024-04-29 18:32:36,1601,1695,68.12,2485956,28,0,0,1,68.12,18,2,0,Evening,1.51,1.13,1.39,1.68,21.27,1.09,225,44.988354,85682.0,1,0,96,6,22168.0
12734,2024-04-03 14:05:22,2283,4181,23.5,223522,2,0,0,1,23.5,14,4,0,Afternoon,0.71,0.8,0.85,0.72,15.53,-0.63,286,33.225838,6552.0,1,1,56,20,-1.0
351005,2024-06-13 09:35:00,1364,3348,63.55,6341700,73,0,0,1,63.55,9,5,1,Morning,1.47,1.3,1.43,1.55,20.12,1.01,264,43.26788,51091.0,1,1,81,6,174603.0
203561,2024-05-13 12:30:19,2112,717,28.15,3673819,42,0,0,1,28.15,12,2,0,Afternoon,0.39,0.39,0.37,0.38,33.27,-1.34,312,72.81798,10595.0,1,1,99,10,79769.0
45733,2024-04-10 13:26:54,1950,2084,13.78,826014,9,0,0,2,30.95,13,4,0,Afternoon,0.66,0.88,0.66,0.7,9.79,-0.71,221,20.774525,2492.0,1,1,68,5,58786.0
167962,2024-05-06 05:37:27,1354,2863,13.24,3044247,35,0,0,1,13.24,5,2,0,Night,0.52,0.69,0.57,0.51,11.99,-1.03,289,25.552769,11580.0,1,1,56,9,332526.0
3269,2024-04-01 14:38:44,2490,4299,34.33,52724,0,0,0,1,34.33,14,2,0,Afternoon,0.48,0.57,0.47,0.48,34.21,-1.1,119,71.902016,-1.0,1,1,104,6,-1.0
372972,2024-06-17 18:31:09,1668,212,41.61,6719469,77,0,0,1,41.61,18,2,0,Evening,1.03,1.21,1.17,1.02,18.92,0.07,290,40.247482,15475.0,1,0,117,9,35482.0
261707,2024-05-25 14:04:29,705,2918,39.62,4716269,54,0,0,2,69.36,14,7,1,Afternoon,1.34,1.11,1.05,1.33,13.27,0.76,190,29.602211,974.0,1,0,67,7,202457.0
160839,2024-05-04 13:31:32,498,3975,100.01,2899892,33,0,0,2,154.76,13,7,1,Afternoon,2.13,1.44,2.0,1.95,21.35,2.49,228,46.94531,2312.0,1,0,66,7,173145.0
327655,2024-06-08 11:09:44,186,2961,56.63,5915384,68,0,0,1,56.63,11,7,1,Morning,0.66,1.0,0.7,0.61,40.85,-0.72,245,85.887146,44169.0,1,0,87,4,13216.0
12167,2024-04-03 12:25:14,569,2750,125.79,217514,2,0,0,2,213.3,12,4,0,Afternoon,1.48,1.59,1.3,1.44,38.09,1.07,262,85.010155,1660.0,1,1,66,8,24013.0
295740,2024-06-01 15:54:40,2215,3372,50.8,5327680,61,0,0,2,60.75,15,7,1,Afternoon,2.1,1.09,1.01,1.99,21.16,1.26,299,24.196287,888.0,1,1,71,9,11868.0
224726,2024-05-17 19:14:02,1078,202,50.76,4043642,46,0,0,1,50.76,19,6,1,Evening,0.57,1.0,0.58,0.58,43.16,-0.88,158,88.951515,103702.0,1,0,64,4,46757.0
302755,2024-06-03 08:11:15,1745,2017,17.36,5472675,63,0,0,1,17.36,8,2,0,Morning,0.98,1.07,1.06,1.35,9.35,-0.03,64,17.68375,223385.0,1,0,94,2,91525.0
307741,2024-06-04 08:56:11,1906,743,92.51,5561771,64,0,0,1,92.51,8,3,0,Morning,1.74,1.61,1.65,1.78,23.38,1.68,317,53.176277,5963.0,1,1,125,21,91897.0
104363,2024-04-22 17:36:53,1991,81,161.07,1877813,21,0,0,1,161.07,17,2,0,Afternoon,1.64,1.71,1.65,1.66,46.27,1.36,170,98.07206,6078.0,1,0,95,8,179544.0
71948,2024-04-16 04:08:29,1272,11,53.98,1310909,15,0,0,1,53.98,4,3,0,Night,0.75,0.81,0.78,0.77,32.15,-0.56,324,72.01948,49852.0,1,0,87,12,135403.0
14735,2024-04-04 04:43:16,1911,1597,11.62,276196,3,0,0,1,11.62,4,5,1,Night,0.24,0.24,0.22,0.24,23.63,-1.55,254,48.22807,42041.0,1,0,92,7,231209.0
339529,2024-06-10 19:21:41,548,4506,30.71,6117701,70,0,0,1,30.71,19,2,0,Evening,0.43,0.38,0.48,0.48,31.79,-1.29,174,71.622185,6134.0,1,0,96,10,39575.0
304592,2024-06-03 13:37:15,1544,4004,39.69,5492235,63,0,0,1,39.69,13,2,0,Afternoon,0.96,1.04,1.14,0.98,17.2,-0.11,165,41.559517,10153.0,1,0,74,3,19482.0
